ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	Dongnu	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Jiongnai	KimMun	Mien	NortheastYunnanChuanqiandian	NorthernQiandong	Numao	Nunu	She	SouthernGuizhouChuanqiandian	SouthernQiandong	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
1230-3	i	3	t	t	t	ⁿt	ʈ	ⁿt	ⁿd	t	Ø	ⁿt	ˀt	d	d	t	t	t	Ø	t	t	t	ⁿd	t	t	t	Ø	23342:0, 12473:0, 29639:0	fry (something) / sack / turnip
1375-3	i	3	t	t	ʈʂ	ʈ	ʈ	t	ʈ	Ø	t	t	ʃ	tɕ	ʈ	t	t	Ø	Ø	ʈ	t	tɕ	ʈ	Ø	ʈ	t	k	21977:0, 22459:0, 12907:0	give / put on (shoes) / remember
1540-3	i	3	t	d	Ø	t	t	t	t	Ø	tɕ	t	Ø	d	t	t	ʔ	tsʰ	Ø	tɕ	t	tʰ	ɕ	t	t	t	t	27938:0, 17802:0, 32338:0	maternal uncle (mother's brother) / the only son / younger brother
1671-3	i	3	t	t	ⁿt	ʈ	t	Ø	t	Ø	t	p	tʃ	t	ɖʱ	t	t	t	t	ⁿtɕ	t	tʰ	t	t	Ø	t	d	26773:0, 30267:0, 26776:0	stool (bench) / village
1675-3	i	3	t	Ø	Ø	tɬ	Ø	ⁿt	t	t	t	t	d	d	tɬ	t	Ø	Ø	t	t	t	t	t	Ø	c	t	d	1703:0, 14102:0, 6991:0	anaus / body / cloud / feather or fur (of animal) / friend / hang / hang (on the wall)
1716-3	i	3	t	t	tʰ	ʈ	ts	t	t	Ø	t	ð	ˀt	t	ʈ	Ø	t	tʰ	t	ʈ	t	tɕ	t	Ø	ʈ	t	d	14773:0, 22581:0, 31682:0	hoof / return / wine glass
1760-3	i	3	t	d	Ø	ⁿt	tɬ	t	t	Ø	d	t	tʃ	t	tʰ	t	t	Ø	tsʰ	ⁿt	t	t	ð	t	tʰ	Ø	Ø	15372:0, 12354:0, 11126:0	fight / front / in the past
2737-3	i	3	t	d	s	Ø	ʐ	Ø	tɕ	tɕ	tʰ	tʃ	g	d	dzʱ	ts	ⁿt	z	k	Ø	tɕ	t	tɕ	tɕ	t	t	Ø	3711:0, 16892:0, 7987:0	board / cowshed / listen
124-2	i	2	t	d	t	t	t	Ø	t	t	t	t	t	d	t	t	t	t	t	t	t	t	t	t	t	t	Ø	13719:0, 1208:0	a lame person / ground
135-2	i	2	t	t	t	t	t	t	t	t	t	t	ˀt	t	ʈ	t	Ø	t	ts	t	tɬ	t	t	t	Ø	t	t	16765:0, 12533:0	gall bladder / light/ lamp
363-2	i	2	t	tsʰ	tsʰ	ʈʂ	t	d	tsʰ	t	d	tʃʰ	dʒ	tsʰ	tsʰ	tsʰ	Ø	Ø	tsʰ	ʈ	ɕ	tʰ	tsʰ	sʰ	ⁿt	tʰ	t	11164:0, 26244:0	file / spout
365-2	i	2	t	d	Ø	tʰ	ⁿt	Ø	ⁿd	t	d	t	ˀt	t	tʰ	t	ⁿt	t	Ø	tɕ	t	Ø	Ø	t	ⁿt	t	t	4639:0, 21088:0	brown sugar / pine
371-2	i	2	t	t	Ø	tʰ	tɕ	Ø	ⁿd	t	d	t	ˀt	t	Ø	t	tɕ	tʰ	t	Ø	t	Ø	ⁿt	t	ⁿt	t	t	27097:0, 7256:0	column / sugar
388-2	i	2	t	d	t	ʈʂ	ⁿtɬ	tʰ	ⁿd	t	d	tʰ	tʃʰ	tsʰ	dʐʱ	t	t	Ø	tʰ	Ø	t	t	ⁿdʑ	Ø	ʈ	tʰ	Ø	26562:0, 11776:0	flow / step (verb)
410-2	i	2	t	tʰ	t	t	t	t	z	t	d	t	dʒ	tʰ	t	t	Ø	t	t	t	t	t	ð	t	t	Ø	d	30378:0, 1640:0	all / wait
516-2	i	2	t	tʰ	t	t	t	ⁿt	t	Ø	Ø	θ	Ø	t	ⁿdzʱ	t	Ø	t	t	t	t	t	t	Ø	t	t	t	20065:0, 8863:0	dirty / orphan
629-2	i	2	t	t	Ø	ⁿt	Ø	t	t	ts	t	t	d	t	ⁿt	ts	Ø	Ø	t	Ø	t	t	t	Ø	t	t	Ø	5654:0, 12445:0	carrying pole (shoulder pole) / fruit
708-2	i	2	t	t	t	t	Ø	t	ʈ	t	d	ð	tʃ	ts	dʱ	t	t	t	Ø	t	t	t	ʈ	t	ʈ	t	Ø	6717:0, 21670:0	classifier for trees / preserve harvest / wait
771-2	i	2	t	Ø	t	ʈʂ	ⁿt	ⁿt	t	t	tʰ	t	Ø	Ø	t	Ø	t	t	Ø	ⁿt	t	t	Ø	t	tɕ	Ø	Ø	28778:0, 10120:0	empty / there is not or there are not / tightly woven (fabric)
1191-2	i	2	t	t	sʰ	ɕ	s	tɕ	Ø	Ø	Ø	ʃ	k	g	z	q	Ø	s	s	tɕ	s	tɕ	ʔ	Ø	Ø	t	Ø	16180:0, 5385:0	age / car / last year / next year / this year
1453-2	i	2	t	Ø	t	ⁿt	t	t	t	Ø	t	t	Ø	t	t	t	t	Ø	tʰ	t	t	Ø	t	t	ʈ	tʰ	Ø	4022:0, 11408:0	bowl / fire tongs
1506-2	i	2	t	t	Ø	ⁿt	Ø	Ø	ʈ	Ø	t	ð	ˀt	Ø	dzʱ	t	Ø	Ø	Ø	ⁿʈ	t	tʰ	ʈ	Ø	ʈ	t	t	16988:0, 6618:0	classifier for songs / load (put into container)
1634-2	i	2	t	d	tɬ	ʈ	Ø	t	tʰ	Ø	Ø	ⁿtʃ	dʒ	dʑ	ɖ	tʰ	Ø	Ø	Ø	t	tɬ	t	Ø	t	ⁿtʰ	Ø	Ø	13089:0, 20400:0	give birth (animals) / go downstairs / pants/ trousers
1787-2	i	2	t	t	t	t	Ø	Ø	t	Ø	t	ð	t	t	ⁿɖ	Ø	Ø	Ø	Ø	t	Ø	t	Ø	Ø	t	tʰ	Ø	15322:0, 28188:0	in the future / thief
1925-2	i	2	t	t	tɬ	t	Ø	Ø	Ø	t	Ø	ⁿt	d	ʔ	Ø	t	Ø	ð	t	Ø	tɬ	tʰ	s	Ø	Ø	Ø	Ø	1483:0, 14674:0	afternoon / hoe
1934-2	i	2	t	d	ⁿʈʂʰ	ⁿtʰ	t	t	ⁿʈ	Ø	tʰ	ð	d	Ø	dʑ	Ø	Ø	Ø	Ø	ⁿʈ	Ø	Ø	ⁿʈ	t	Ø	Ø	Ø	29103:0, 23851:0	scratch / tomorrow
2145-2	i	2	t	Ø	Ø	ʈ	Ø	Ø	t	Ø	Ø	tʃ	ˀt	Ø	ʈ	sʰ	Ø	t	Ø	ʈ	s	t	t	Ø	ʈ	Ø	t	6769:0, 22729:0	claw (talon) / guess (a riddle) / riddle
2374-2	i	2	t	g	q	Ø	Ø	ⁿk	q	Ø	Ø	Ø	tʃ	ts	Ø	q	Ø	s	k	Ø	Ø	Ø	Ø	ts	ⁿk	Ø	k	18812:0, 31678:0	muer (an edible fungus) / wine glass
2642-2	i	2	t	Ø	Ø	Ø	tɕ	tɕ	Ø	Ø	Ø	tʃ	Ø	Ø	ʈʂ	Ø	tɕ	Ø	tʰ	Ø	ts	tɕ	ʈʰ	Ø	tɕ	Ø	Ø	14103:0, 7843:0	cover up (objects) / hang / hang (on the wall)
2898-2	i	2	t	Ø	Ø	Ø	t	Ø	s	Ø	Ø	Ø	Ø	Ø	ⁿtɕ	sʰ	Ø	tʰ	Ø	t	Ø	Ø	s	Ø	Ø	Ø	Ø	12035:0, 2329:0	bamboo hat / forget
33-1	i	1	t	t	Ø	tʰ	tɕ	Ø	ⁿd	t	d	t	ˀt	t	Ø	t	tʰ	t	tʰ	Ø	t	Ø	Ø	t	ⁿt	t	t	31390:0	white sugar
75-1	i	1	t	Ø	ʈʂʰ	t	t	Ø	Ø	Ø	Ø	t	ˀt	t	d	t	Ø	Ø	tʰ	t	t	t	Ø	Ø	t	t	Ø	25636:0	some kind of weapon (meaning unclear) / tube (bamboo) for blowing on a fire
1367-5	i	5	s	ɕ	sʰ	ɕ	θ	s	s	s	s	θ	Ø	f	ʑʱ	ɕ	ɕ	s	s	ɕ	s	s	ɕ	sʰ	s	ɬ	s	16624:0, 17303:0, 8182:0, 13913:0, 19894:0	crow (of cocks) / gunpowder / letter / loudspeaker / oneself
688-4	i	4	s	s	sʰ	s	θ	s	ʑ	s	s	θ	t	f	s	sʰ	ʑ	s	s	s	s	s	s	sʰ	s	ɬ	ɕ	23995:0, 16805:0, 12614:0, 3998:0	arrow / bow / garlic / lightning / send (accompany somebody leaving)
1543-4	i	4	s	s	sʰ	Ø	θ	s	s	s	s	θ	f	f	s	sʰ	ɕ	s	s	ʐ	s	s	s	ɕʰ	s	Ø	h	17016:0, 12608:0, 5144:0, 28352:0	button / garlic / lock / thirteen
1880-4	i	4	s	s	ʑ	s	θ	s	s	s	s	θ	Ø	ʑ	s	sʰ	s	s	s	ʂ	s	s	s	sʰ	s	Ø	h	26956:0, 273:0, 11170:0, 27445:0	April / file / straw or palm-bark rain cape / table
2818-4	i	4	s	ɕ	ⁿsʰ	ⁿʈʂʰ	Ø	h	ⁿtsʰ	ɕ	ɕ	Ø	h	ɕ	ⁿʈʂʰ	ɕʰ	ⁿtsʰ	s	Ø	h	x	h	ⁿtsʰ	ɕʰ	ʂ	ɬ	ɕ	6846:0, 26414:0, 19004:0, 27725:0	clear (water) / narrow / star / tell
676-3	i	3	s	Ø	s	ⁿt	ts	tɕʰ	z	ts	tɕ	t	d	ⁿt	tɬ	ɕ	t	t	tʰ	s	ts	s	z	ɕ	tɕ	tɕ	ts	5444:0, 5355:0, 13231:0	cane/ vine / carpenter / goods (merchandise)
1022-3	i	3	s	s	sʰ	s	θ	ʑ	s	h	s	θ	ʃ	s	s	Ø	s	s	s	s	Ø	h	s	Ø	s	Ø	h	169:0, 24607:0, 15801:0	2nd day of the lunar month / 3rd day of the lunar month / kitchen / shoulder / thunder
1201-3	i	3	s	s	ʂ	s	θ	s	s	s	s	θ	t	f	s	xʰ	s	ˀʑ	Ø	ʐ	ts	s	ts	ɣ	s	Ø	h	17191:0, 6258:0, 21297:0	choose / loose / plug (something)
1512-3	i	3	s	s	Ø	s	Ø	s	s	s	s	θ	t	f	s	sʰ	s	s	s	s	t	s	s	Ø	ʈʰ	ɬ	h	21644:0, 29932:0, 2400:0	bamboo/twig fence / present (as gift) / umbrella
1603-3	i	3	s	s	sʰ	Ø	Ø	s	ʔ	s	ʔ	θ	t	f	s	sʰ	ʑ	tsʰ	s	Ø	ɣ	s	ʔ	Ø	ʔ	Ø	h	13508:0, 22795:0, 12105:0	fourteen / grandson / hoe / right
1688-3	i	3	s	ɕ	sʰ	ʂ	Ø	ɕ	s	ɕ	s	ʃ	Ø	tɕ	s	ɕʰ	ɕ	s	s	s	ɕ	s	s	s	ɕ	s	Ø	11994:0, 14381:0, 6257:0	choose / forenoon / heart / morning / stand up
1948-3	i	3	s	Ø	ʂ	Ø	Ø	Ø	χ	Ø	x	Ø	Ø	Ø	Ø	ɕʰ	x	x	s	Ø	ɕ	s	Ø	xʰ	s	s	Ø	13344:0, 25738:0, 20118:0	gourd ladle (wooden dipper) / outside / song
2112-3	i	3	s	s	ʂ	ʂ	s	s	s	ɕ	s	θ	Ø	Ø	ʂ	s	s	s	s	s	s	ʔ	Ø	Ø	ʂ	s	Ø	4699:0, 781:0, 14994:0	March / brush / hot pepper/ chili
2281-3	i	3	s	s	Ø	ⁿʈʂʰ	ⁿtsʰ	s	ⁿtsʰ	ɕ	ts	s	ʃ	dz	Ø	ɕʰ	ⁿtsʰ	s	s	Ø	s	s	ⁿtsʰ	Ø	ts	tsʰ	ʑ	3625:0, 28346:0, 23881:0	blood / see / thirteen / thirty
2663-3	i	3	s	s	ʐ	Ø	Ø	s	s	s	s	tʃ	Ø	ʑ	ʔ	Ø	ʔ	x	Ø	s	ʑ	Ø	tɕ	s	s	Ø	Ø	20574:0, 25333:0, 30896:0	peanut / slow / we
2689-3	i	3	s	ts	Ø	ts	θ	ɕ	tsʰ	ts	dʑ	ʃ	ʃ	ts	ts	ts	k	Ø	tsʰ	s	tɕ	s	ts	Ø	tɕ	Ø	h	21084:0, 2896:0, 12986:0	bear (fruit) / glutinous rice / pine / rice
2931-3	i	3	s	ʔ	h	tɬ	ʔ	Ø	s	Ø	s	Ø	Ø	Ø	ʔ	s	Ø	tɕ	Ø	Ø	ts	Ø	ʑ	s	s	Ø	Ø	1645:0, 4305:0, 32222:0	all / branch/ twig / yolk
1378-2	i	2	s	Ø	Ø	ⁿʈʂ	s	ɕ	ɕ	ɕ	ɕ	Ø	k	s	ⁿtɕ	tɕ	ⁿts	s	s	ⁿts	ts	Ø	ɕ	Ø	Ø	Ø	s	3242:0, 25771:0	bellow / box / sorghum
1832-2	i	2	s	Ø	Ø	Ø	k	ɕ	ʐ	h	x	Ø	Ø	Ø	Ø	Ø	tɕ	k	s	ʂ	ts	Ø	ʐ	Ø	Ø	k	tɕ	15183:0, 30404:0	husband / wake up
1888-2	i	2	s	Ø	ʐ	s	θ	s	s	Ø	ʑ	Ø	Ø	s	s	xʰ	Ø	Ø	s	s	Ø	Ø	s	xʰ	ʐ	s	Ø	24698:0, 24223:0	sew (up) / shrink
2376-2	i	2	s	ɕ	ʐ	ʂ	Ø	Ø	tsʰ	Ø	Ø	ʃ	Ø	Ø	ʂ	ɕʰ	ɕ	Ø	Ø	Ø	ɕ	Ø	tsʰ	ɕʰ	ɕ	Ø	Ø	21543:0, 20466:0	pare (peel with a knife) / poor
121-1	i	1	s	Ø	ʐ	ʐ	ɣ	Ø	ʐ	ʑ	Ø	Ø	Ø	Ø	ʑ	ɣ	ɣ	Ø	Ø	ʐ	ɣ	Ø	Ø	ɣ	c	Ø	Ø	26046:0	spider
1131-4	i	4	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	p	pʰ	Ø	pʰ	pʰ	pʰ	pʰ	f	6309:0, 6487:0, 29501:0, 25638:0	chop (firewood) / classifier for clothing / gunpowder / some kind of weapon (meaning unclear) / tube (bamboo) for blowing on a fire
685-3	i	3	pʰ	Ø	p	v	p	p	p	p	p	p	f	Ø	vʱ	p	p	p	p	p	p	p	p	p	p	p	b	15719:0, 17544:0, 27436:0	father / key / maize/ corn / table
1407-3	i	3	pʰ	Ø	pʰ	ⁿp	pʰ	pʰ	pʰ	Ø	pʰ	pʰ	p	p	pʰ	fʰ	pʰ	pʰ	f	p	f	Ø	pʰ	pʰ	pʰ	pʰ	Ø	3652:0, 24484:0, 32035:0	blow (trumpet) / shell / yarn
1707-3	i	3	pʰ	p	ⁿpʰ	Ø	ⁿpʰ	pʰ	ⁿpʰ	pʰ	pʰ	pʰ	ŋ	ŋ̊	b	pʰ	ⁿp	pʰ	pʰ	ⁿp	pʰ	Ø	ⁿpʰ	pʰ	ⁿpʰ	pʰ	b	32383:0, 9002:0, 27069:0	daughter / divide / girl / stupid / younger sister
2409-3	i	3	pʰ	pʰ	Ø	f	f	Ø	Ø	pʰ	Ø	Ø	p	pʰ	f	Ø	ⁿp	v	p	-	Ø	Ø	Ø	p	Ø	f	p	6005:0, 20498:0, 21784:0	chest / head covering / patch (repair) / pull (a quilt) over oneself
209-1	i	1	pʰ	Ø	ⁿp	Ø	ⁿp	Ø	Ø	Ø	Ø	ⁿpʰ	Ø	b	Ø	Ø	ⁿp	p	pʰ	ⁿp	Ø	Ø	Ø	Ø	pʰ	pʰ	Ø	3678:0	blue
2595-1	i	1	pʰ	Ø	Ø	Ø	ⁿp	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	pʰ	Ø	Ø	p	Ø	13337:0	gourd ladle (wooden dipper)
315-51	i	51	p	p	p	p	p	p	p	p	p	p	ˀp	p	p	p	p	p	p	p	p	p	p	p	p	p	b	21091:0, 785:0, 12500:0, 7444:0, 16528:0, 20767:0, 22082:0, 2894:0, 19078:0, 28401:0, 8354:0, 7062:0, 21646:0, 1368:0, 23314:0, 3037:0, 5087:0, 18431:0, 7120:0, 11504:0, 11609:0, 18510:0, 328:0, 20768:0, 23600:0, 31685:0, 1209:0, 2199:0, 4973:0, 11204:0, 16582:0, 3940:0, 9113:0, 5662:0, 23559:0, 24795:0, 25947:0, 1780:0, 2261:0, 4024:0, 5276:0, 9992:0, 10428:0, 11665:0, 12159:0, 15687:0, 16852:0, 17798:0, 21813:0, 26846:0, 28715:0	3rd day of the lunar month / August / March / a lame person / a piece of cloth with straps for carrying a toddler steelyard on the back / angular / bad / bamboo / bear (fruit) / bedbug / book / bowl / bury / buttocks / can (jar) / carrying pole (shoulder pole) / cock / coffin / column / compare / dark / door / eighteen / elder brother / extinguish / fill up (a hollow) / fist / flat (and shallow) / flay (pull off skin) / fox / full / give / hundred / jump / leg / legging / liquor (sweet) / maternal uncle (mother's brother) / mosquito net / mountain / navel / open (a door) / pen / pine / present (as gift) / pull up / quilt / run away / sand / satiated / side / sparrow / stone / story / thirteen / thirty / three / tiger / wine glass
616-14	i	14	p	p	p	p	p	p	p	pʰ	p	p	p	p	p	p	p	p	p	p	Ø	t	p	p	p	p	p	11549:0, 4600:0, 2024:0, 2925:0, 8472:0, 29056:0, 23290:0, 29690:0, 4264:0, 4975:0, 7195:0, 8147:0, 27134:0, 31209:0	May / aubergine / beard/ moustache/ goatee / brains / broom / bury / collar / crow / day / eyebrow / fifteen / five / head / house / kitchen / peach / run / sun / thatched cottage / tile house / toilet / turtledove (streptopelia orientalis) / where / which
1146-6	i	6	p	b	p	p	p	p	p	p	p	p	f	p	p	p	p	pʰ	p	p	p	p	p	p	p	p	b	3011:0, 25884:0, 25426:0, 17902:0, 13295:0, 19814:0	bed / gourd / melon or gourd vine / on / sleep / smoke / soya bean
1992-5	i	5	p	pʰ	ⁿp	ⁿp	p	pʰ	ⁿb	p	Ø	p	b	Ø	ⁿdʱ	f	p	p	p	ⁿp	p	p	ⁿb	p	p	pʰ	p	13631:0, 17310:0, 31325:0, 14007:0, 31976:0	cover up (objects) / grave / hammer / loudspeaker / whip / worn (clothes)
2292-5	i	5	p	pʰ	Ø	p	p	pʰ	p	pʰ	b	ⁿp	p	p	f	p	p	p	pʰ	p	p	p	p	p	p	p	p	29633:0, 26053:0, 9148:0, 30134:0, 22319:0	dove / rapeseed flowers / spider / turnip / vegetable knife
497-4	i	4	p	p	p	p	p	p	v	p	p	p	ˀp	p	b	p	p	p	pʰ	p	p	p	v	p	ⁿp	p	p	4562:0, 11638:0, 17749:0, 10278:0	brood / everybody / flat (level) / maternal aunt (mother's brother's wife)
778-4	i	4	p	b	p	p	p	pʰ	p	p	p	pʰ	ˀp	p	p	p	p	p	p	p	p	p	Ø	p	p	p	b	30892:0, 16174:0, 2103:0, 9191:0	axe / dragonfly / last year / we
2367-4	i	4	p	p	p	pʰ	p	p	v	Ø	b	p	ˀp	p	f	p	ⁿp	p	p	p	Ø	Ø	pʰ	p	p	v	b	1439:0, 5543:0, 5149:0, 26959:0	a type of rake / button / carry on back / straw or palm-bark rain cape
2585-4	i	4	p	p	ⁿp	Ø	p	p	ⁿb	Ø	pʰ	p	p	Ø	ⁿp	f	p	p	p	ⁿp	Ø	t	ⁿb	p	ⁿp	p	b	10448:0, 9936:0, 17950:0, 20740:0	August / cucumber / eighteen / eye / guazi (baked planet seed/ a kind of snack) / hot pepper/ chili / melon/ gourd / peel (something) / pumpkin
86-3	i	3	p	p	p	p	p	p	p	p	p	p	p	p	p	Ø	p	p	p	p	Ø	t	p	p	p	p	b	27549:0, 12442:0, 19896:0	chin / fruit / oneself / orange / pear / persimmon / plum / taro
125-3	i	3	p	pʰ	p	p	p	p	v	p	b	p	f	p	b	p	p	pʰ	pʰ	p	p	p	v	p	p	p	p	21917:0, 28235:0, 4097:0	bracelet / enter (a house) / pus / thin
132-3	i	3	p	p	p	p	p	p	p	ɬ	f	p	p	p	p	ɬʲ	p	Ø	p	p	p	p	p	p	p	p	p	13956:0, 10924:0, 25396:0	a mute / feather or fur (of animal) / hair / know (somebody) / smart
181-3	i	3	p	p	p	p	p	p	p	p	p	p	ˀp	p	bʰ	p	p	p	p	p	p	t	p	p	p	p	b	5930:0, 8041:0, 31323:0	bull / change / crab / whip
223-3	i	3	p	b	ⁿp	ⁿp	ⁿp	ⁿp	ⁿp	Ø	b	ⁿp	b	b	ⁿp	p	ⁿp	Ø	pʰ	ⁿp	p	Ø	ⁿp	p	p	Ø	b	3823:0, 3852:0, 27720:0	boil (water) / boiled water / tell
353-3	i	3	p	p	p	p	p	p	p	p	b	Ø	p	p	p	p	p	pʰ	v	p	p	p	p	p	p	p	p	9291:0, 11232:0, 18909:0	drop (something) / finger / nail
464-3	i	3	p	p	p	p	p	p	v	p	b	p	f	p	bʰ	p	p	Ø	pʰ	p	p	p	-	p	p	p	p	11803:0, 20245:0, 30667:0	flower / paddle / wasp nest
509-3	i	3	p	p	p	pʰ	p	b	pʰ	p	b	p	b	p	pʰ	p	pʰ	pʰ	pʰ	p	pʰ	pʰ	Ø	p	pʰ	p	b	5416:0, 3564:0, 26000:0	black-eared kite/ hawk / card / speak
909-3	i	3	p	p	p	Ø	ⁿp	p	v	Ø	p	Ø	ˀp	p	vʱ	p	p	p	pʰ	p	Ø	p	v	p	p	p	Ø	8537:0, 24723:0, 28914:0	board / day after tomorrow / sick / to wind( thread one a keel)
1706-3	i	3	p	p	p	Ø	p	pʰ	v	pʰ	b	p	ˀp	p	ⁿbʱ	Ø	p	ˀp	pʰ	p	p	pʰ	p	p	p	p	f	22243:0, 27043:0, 31625:0	rake / strike (beat) / window
1860-3	i	3	p	pʰ	ⁿp	p	Ø	ⁿp	p	pʰ	p	p	b	p	bʰ	p	p	p	pʰ	p	p	pʰ	Ø	p	p	p	p	7732:0, 4642:0, 9863:0	Chinese cabbage / brown sugar / cotton / cotton-padded jacket / egg white / sugar / white sugar
1868-3	i	3	p	pʰ	Ø	Ø	p	p	p	p	p	pʰ	f	Ø	pʰ	Ø	p	Ø	p	Ø	p	Ø	pʰ	pʰ	p	p	f	7676:0, 9414:0, 20194:0	cotton wool / dry in the sun / owl
1982-3	i	3	p	b	p	pʰ	p	b	Ø	Ø	pʰ	p	b	p	p	p	p	p	pʰ	p	p	p	Ø	p	p	p	Ø	12260:0, 10558:0, 30800:0	face / friend / water tank
2552-3	i	3	p	b	ⁿp	ⁿp	ⁿp	p	pʰ	p	Ø	ⁿp	b	b	pʰ	Ø	p	ˀp	p	ⁿp	p	p	p	Ø	Ø	Ø	b	20299:0, 19333:0, 11582:0	flag / next year / paddy rice
2612-3	i	3	p	pʰ	Ø	Ø	pʰ	ⁿp	Ø	f	p	p	ˀp	p	Ø	fʰ	ⁿp	v	f	Ø	f	Ø	p	fʰ	p	p	p	29841:0, 1812:0, 31363:0	another person / twist (hemp fibers) / white
142-2	i	2	p	pʰ	p	p	p	pʰ	v	p	pʰ	p	f	p	bʰ	p	p	pʰ	pʰ	p	p	p	ⁿb	p	Ø	Ø	p	23880:0, 8865:0	dirty / see
148-2	i	2	p	p	p	p	p	p	v	p	p	p	ˀp	p	p	p	p	p	p	p	p	p	v	p	Ø	p	b	15874:0, 5812:0	cave/ hole / know
281-2	i	2	p	p	p	p	p	p	p	f	p	p	f	p	ⁿb	ɬ	p	p	p	p	p	p	p	p	p	p	f	24046:0, 14383:0	heart / separate
343-2	i	2	p	p	p	p	Ø	ⁿp	p	v	p	p	b	p	p	p	p	p	p	p	p	pʰ	p	p	Ø	p	b	18645:0, 24943:0	fall / move (something) / sink
352-2	i	2	p	p	Ø	Ø	ⁿp	Ø	Ø	p	Ø	p	b	b	Ø	Ø	Ø	p	p	ⁿp	Ø	Ø	ⁿb	Ø	p	p	p	4212:0, 4179:0	braid (something) / braid/ plait
657-2	i	2	p	p	Ø	p	Ø	Ø	ⁿp	p	p	p	Ø	p	ⁿbʱ	p	p	p	p	p	Ø	p	ⁿp	Ø	p	p	b	14477:0, 5274:0	can (jar) / help
717-2	i	2	p	p	p	Ø	p	p	p	t	b	p	d	d	dzʱ	Ø	p	p	pʰ	p	Ø	t	p	t	p	pʰ	Ø	13545:0, 21698:0	grape / press
1159-2	i	2	p	p	p	p	p	p	ⁿb	Ø	b	p	b	p	b	Ø	ⁿp	Ø	pʰ	p	Ø	Ø	Ø	p	ⁿp	p	p	19697:0, 4209:0	braid/ plait / grandmother / old lady
1533-2	i	2	p	Ø	p	Ø	pʰ	ⁿp	p	Ø	f	ⁿpʰ	p	Ø	ⁿp	pʰ	Ø	Ø	Ø	Ø	pʰ	p	ⁿp	p	pʰ	Ø	b	17592:0, 30842:0	mantis / wax gourd
1929-2	i	2	p	p	pʰ	Ø	p	pʰ	Ø	Ø	b	p	v	p	p	Ø	Ø	pʰ	Ø	Ø	Ø	Ø	v	pʰ	Ø	p	Ø	17419:0, 29976:0	low social status / under
1939-2	i	2	p	Ø	Ø	pʰ	Ø	Ø	Ø	Ø	p	p	ˀp	p	Ø	Ø	p	v	f	Ø	Ø	Ø	Ø	Ø	ⁿp	Ø	b	12349:0, 26309:0	front / left / right / squeeze
2181-2	i	2	p	Ø	ⁿp	Ø	p	Ø	pʰ	Ø	Ø	ⁿpʰ	Ø	Ø	v	p	pʰ	pʰ	pʰ	-	Ø	p	Ø	Ø	Ø	Ø	Ø	10176:0, 24797:0	Han Chinese / ethnic label / side
663-3	i	3	nʲ	n̥	n	n	n	n	n	n	ˀn	n	ŋ	n	n	Ø	n	n	Ø	n	n	ŋ	Ø	n	n	n	Ø	29695:0, 13388:0, 1069:0	a blind person / grain / turtledove (streptopelia orientalis) / woodpecker
174-2	i	2	nʲ	ȵ̊	n̥	n	n̥	ȵ	ɳ	nʲ	ˀn	n	ȵ	ȵ	Ø	n̥	n̥	n	n	ɳ	n̥	ȵ	n̥	nʲ	ɳ	nʲ	n	10456:0, 15907:0	eye / know (somebody) / seed
2500-22	i	22	n	n̥	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	m	n	n	n	n	n	3398:0, 27:0, 1217:0, 560:0, 28112:0, 2834:0, 17657:0, 27344:0, 1321:0, 19897:0, 26311:0, 5443:0, 9671:0, 9993:0, 15378:0, 20306:0, 31122:0, 4450:0, 12164:0, 13234:0, 23203:0, 31980:0	(rain) fall / Han Chinese / a deaf person / a lame person / a person with a pockmarked face / bean / bird / break (stick) / carpenter / classifier for person / cow pea / earthworm / elder brother / fox / goods (merchandise) / guest / in the past / many / oneself / paddy rice / roundworm / soya bean / squeeze / sweet potato / they / wet / worn (clothes)
692-5	i	5	n	n̥	n̥	n̥	n̥	n̥	n	n	n̥	n̥	n	n̥	n̥	n̥	n̥	n	n	n	ŋ	n̥	n̥	n	n̥	ŋ	n	8474:0, 3995:0, 10955:0, 1936:0, 26419:0	arrow / bow / day / feed (pig) / star
62-4	i	4	n	n̥	n̥	n̥	n̥	n̥	n	n	n̥	n̥	n	n̥	n̥	n̥	n̥	n	n	n	n̥	n̥	n̥	n	n̥	n	n	27128:0, 24263:0, 10326:0, 24080:0	everyday / sesame / shadow / sun
105-4	i	4	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	1994:0, 17797:0, 10272:0, 678:0	July / another person / ask / everybody / maternal uncle (mother's brother)
