ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	Dongnu	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Jiongnai	KimMun	Mien	NortheastYunnanChuanqiandian	NorthernQiandong	Numao	Nunu	She	SouthernGuizhouChuanqiandian	SouthernQiandong	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
1608-3	t	3	³¹³	⁴²	⁵⁵	³¹	²²	³³	⁵⁵	Ø	³¹	¹¹	³¹	³¹	³¹	¹³	³³	Ø	³¹	³²	²²	Ø	³⁵	²²	³¹	¹³	⁴⁴	25946:4, 2495:3, 15718:2	a person with a pockmarked face / be (copula) / be not (negated copula) / key / sparrow
1622-3	t	3	³¹³	²⁴	³¹	Ø	Ø	³³	³¹	²¹²	⁵⁵	³¹	Ø	³¹	⁵⁵	¹¹	³³	¹³	³⁵	¹¹	²⁴¹	³³	³¹	²¹	⁴²	⁵⁴	⁴⁴	6717:3, 6130:3, 6488:4	chimney / classifier for clothing / classifier for trees
1773-3	t	3	³¹³	⁴²	⁴²	²¹	²³¹	¹¹	²⁴	²¹²	³⁵	⁵⁵	²	²³¹	⁵³	¹¹	⁵³	⁴⁴	Ø	¹¹	²⁴¹	¹¹	Ø	²¹	⁴⁴	Ø	⁴⁴	11232:3, 7607:2, 20400:2	congee (gruel, porridge) / cooked rice / finger / pants/ trousers
1799-3	t	3	³¹³	³¹	Ø	³¹	²³¹	³³	³¹	²²	³¹	⁴⁴	⁴²	³¹	³⁵	⁵⁵	⁵³	⁴²	³¹	¹¹	⁵³	³⁵	³⁵	⁵⁵	³¹	¹³	⁵³	30503:4, 24078:2, 25936:4	sesame / sparrow / wall
1853-3	t	3	³¹³	³⁵	²	²⁴	Ø	³³	²	Ø	⁵³	¹²	³³	³¹	³¹	³³	Ø	³³	⁵³	Ø	³³	³	Ø	³³	³⁵	³²	⁴⁴	4306:3, 15322:3, 6260:3	branch/ twig / choose / in the future
1861-3	t	3	³¹³	⁵³	¹³	²⁴	Ø	³¹³	⁵⁵	⁴⁴	⁵³	³⁵	⁵¹	⁵³	⁵⁵	³⁵	Ø	³⁵	³⁵	²³²	¹³	³	⁵⁵	¹³	⁴⁴	⁵⁴	⁴⁴	29895:3, 31477:2, 29893:3	ugly / wife
1894-3	t	3	³¹³	³¹	⁵⁵	¹³	¹³	³³	³¹	¹³	⁵⁵	³³	²	Ø	³⁵	¹³	⁵⁵	⁴²	Ø	⁵³	²²	Ø	³¹	¹³	⁵³	¹³	⁵³	9515:3, 16651:4, 15182:2	ear / husband / lift (with hand)
2012-3	t	3	³¹³	³¹	⁵⁵	³¹	²¹	³³	Ø	²²	³¹	⁵⁵	³³	³¹	¹¹	³⁵	³¹	Ø	³¹	²¹	Ø	³³	⁵⁵	⁵⁵	³¹	¹³	⁵³	19166:2, 21570:2, 32276:2	neat / pork / you (plural)
2054-3	t	3	³¹³	³¹	⁵⁵	³³	Ø	³³	³³	²²	³⁵	³³	Ø	Ø	¹¹	⁵⁵	³³	³³	³¹	¹³	⁴⁴	Ø	³¹	⁵⁵	²²	¹³	Ø	24939:3, 24223:2, 20953:2	pick up / sew (up) / sink
2069-3	t	3	³¹³	³¹	²⁴	²⁴	¹³	³⁵	³¹	²⁴	³⁵	¹²	³⁵	Ø	³¹	³³	³³	³³	²²	³²	¹³	³³	³¹	⁴⁴	³⁵	²¹	⁴⁴	13914:3, 18476:3, 21509:3	gunpowder / mother / pond
2073-3	t	3	³¹³	⁴²	²²	Ø	³¹	³³	Ø	²¹²	¹³	³¹	³³	³¹	¹¹	¹¹	⁵⁵	²²	Ø	Ø	²⁴¹	¹¹	Ø	²¹	²²	¹³	Ø	12260:3, 9194:2, 26369:3	dragonfly / friend / stand up
2075-3	t	3	³¹³	Ø	²²	³¹	²¹	⁵³	⁵⁵	²²	³³	³¹	³³	³³	³³	⁵⁵	⁵⁵	Ø	³¹	⁵³	³¹	³	²	⁵⁵	³¹	³²	Ø	15372:4, 22794:2, 14382:2	heart / in the past / right
2143-3	t	3	³¹³	³¹	Ø	Ø	¹³	⁵⁵	Ø	²²	³⁵	³³	³³	³¹	³⁵	⁵⁵	³¹	³¹	³⁵	¹³	⁵³	⁵⁵	Ø	⁵⁵	⁴²	¹³	⁵³	2020:2, 6618:3, 4367:3	aubergine / break / classifier for songs
2163-3	t	3	³¹³	³¹	⁵⁵	¹³	¹³	Ø	Ø	²²	³¹	³¹	³³	³¹	³⁵	Ø	Ø	²²	³¹	³⁵	³¹	³⁵	Ø	Ø	³¹	¹³	⁴⁴	8747:3, 11501:2, 18772:2	difficult / fist / mudfish (loach)
2176-3	t	3	³¹³	⁴²	²²	³¹	³³	³³	Ø	²²	⁵³	⁴⁴	Ø	³¹	⁵⁵	⁵⁵	³³	⁴²	²²	⁵³	²⁴¹	³³	Ø	⁵⁵	³⁵	¹³	⁴⁴	27946:3, 560:3, 18765:4	Han Chinese / classifier for person / mudfish (loach) / the only son
2192-3	t	3	³¹³	⁴²	⁵⁵	¹³	³³	³¹³	²	²⁴	³¹	⁵³	³¹	Ø	⁵⁵	³³	Ø	³³	⁵³	⁵³	¹³	³⁵	²	⁵⁵	Ø	¹³	⁵³	19697:2, 10927:3, 19947:2	eyebrow / feather or fur (of animal) / garlic / grandmother / hair / old lady / onion/ scallion
2199-3	t	3	³¹³	Ø	²	⁴³	³³	³⁵	³¹	Ø	³¹	⁴⁴	³⁵	³³	Ø	⁵³	³³	Ø	³³	³²	³⁵	³⁵	³¹	³³	Ø	¹³	⁴⁴	14964:4, 20011:4, 11041:2	fierce / have a fever / hot / orange
2204-3	t	3	³¹³	Ø	¹³	⁴⁴	⁵³	³⁵	³¹	³³	³	Ø	⁵⁵	Ø	³³	Ø	¹³	Ø	³	⁴²	¹³	⁴⁴	³¹	Ø	³⁵	⁵⁵	Ø	10449:3, 31207:2, 8861:3	dirty / eye / tears / where
2410-3	t	3	³¹³	⁵³	⁵⁵	¹³	²²	⁵⁵	⁵	Ø	⁵³	Ø	³¹	²³¹	³³	⁵⁵	³¹	¹³	³⁵	Ø	⁴⁴	³¹	Ø	³³	⁴²	Ø	Ø	24605:3, 2587:2, 14674:3	be not (negated copula) / hoe / shoulder / there is not or there are not
2423-3	t	3	³¹³	⁴²	²²	²⁴	²²	⁵⁵	³¹	²⁴	³¹	Ø	³⁵	⁵⁵	³¹	⁴⁴	³¹	⁴²	²²	⁴²	⁴⁴	Ø	³¹	¹¹	³⁵	¹³	⁴⁴	5309:2, 20192:4, 26841:4	candle / owl / story
2463-3	t	3	³¹³	Ø	⁴²	²⁴	²	³⁵	⁵	²²	⁵⁵	⁴⁴	³³	³¹	³³	³³	Ø	¹³	Ø	¹¹	³¹	³⁵	²	⁴⁴	⁴⁴	¹³	⁵³	26999:2, 23521:2, 19814:2	on / salty / shoe / straw sandal
2489-3	t	3	³¹³	²⁴	⁴²	⁵⁵	³³	³⁵	²⁴	³⁵	³³	³⁵	³¹	²⁴	Ø	⁴⁴	Ø	Ø	Ø	³⁵	²⁴	³⁵	³⁵	³³	³⁵	¹³	⁴²	13233:2, 7474:3, 22002:2	congee (gruel, porridge) / cooked rice / goods (merchandise) / put one's hand on something for support
2496-3	t	3	³¹³	³¹	¹³	Ø	⁵³	³³	⁵	Ø	³	Ø	³¹	³¹	¹¹	⁵⁵	⁵³	³⁵	⁵³	³²	¹³	³³	⁵⁵	⁵⁵	³⁵	Ø	Ø	18648:4, 9321:2, 7730:3	cotton-padded jacket / drum / move (oneself) / move (something)
2530-3	t	3	³¹³	⁵³	²⁴	Ø	³³	⁵⁵	³¹	²⁴	⁵³	⁵³	¹¹	³³	⁵⁵	³³	³³	³³	⁵⁵	⁵⁵	⁴⁴	³⁵	Ø	⁴⁴	³⁵	⁵⁵	²²	16583:3, 11130:3, 10497:3	eyebrow / fight / legging
2627-3	t	3	³¹³	⁵³	⁴²	Ø	²	⁵³	²	Ø	⁵³	¹¹	Ø	Ø	⁵⁵	³³	Ø	²²	⁵⁵	Ø	¹³	⁴	²	Ø	⁴⁴	¹³	Ø	25119:3, 20809:2, 19329:2	nasal mucus / next year / persimmon / skin / skin (of animal) / sweet potato / thorn/ splinter / wind
2691-3	t	3	³¹³	Ø	³¹	²¹	Ø	³	³¹	²²	¹³	³³	³³	²¹	³³	⁵⁵	Ø	³³	³³	²²	³¹	³¹	³¹	⁴⁴	²²	²¹	Ø	17681:3, 19590:2, 30269:2	market / now / village
2884-3	t	3	³¹³	³⁵	²⁴	Ø	¹³	³¹³	Ø	Ø	⁵³	³⁵	Ø	Ø	³¹	Ø	⁵⁵	⁴²	⁵³	³²	⁵³	³¹	³¹	Ø	³⁵	¹³	Ø	13667:3, 27337:2, 27070:3	green / stupid / sweet potato
2925-3	t	3	³¹³	³⁵	Ø	¹³	Ø	⁵⁵	Ø	Ø	⁵³	⁴⁴	Ø	Ø	³⁵	⁵³	¹³	Ø	²²	⁴²	Ø	⁵⁵	³¹	²²	⁵³	Ø	Ø	22003:4, 22085:3, 1438:3	a type of rake / cotton wool / put one's hand on something for support / quilt
2929-3	t	3	³¹³	Ø	⁴²	⁵⁵	Ø	⁵⁵	³³	Ø	³³	Ø	³³	Ø	³³	³¹	Ø	Ø	Ø	³³	Ø	Ø	Ø	¹¹	⁵³	⁵⁴	Ø	19587:3, 23731:3, 15908:3	know (somebody) / now / scales
366-2	t	2	³¹³	³¹	Ø	²¹	¹³	³³	³¹	Ø	³¹	³³	³³	³¹	¹¹	Ø	⁵⁵	⁴²	³¹	⁵³	¹³	³³	³¹	²²	⁴²	³²	⁵³	13261:3, 19813:4	day / goose / on
390-2	t	2	³¹³	³¹	Ø	³¹	Ø	³³	³¹	²²	³¹	³³	³³	³¹	³⁵	⁵⁵	Ø	⁴²	³¹	⁵³	³¹	³³	³⁵	⁵⁵	³¹	¹³	Ø	10816:3, 2520:4	be done/ accomplished / beef / fat meat / lamb / lean meat / meat
562-2	t	2	³¹³	Ø	⁵⁵	³¹	¹³	³³	³¹	¹³	Ø	³³	⁴²	³¹	³⁵	³¹	⁵⁵	⁴²	³¹	⁵³	²²	³¹	³⁵	⁵⁵	³⁵	⁴⁴	⁵³	31516:4, 5038:4	beef / butterfly / fat meat / lamb / lean meat / pork / wild boar
726-2	t	2	³¹³	³¹	²²	Ø	²³¹	³³	³¹	²²	³¹	⁵³	³³	³¹	Ø	³⁵	⁵⁵	⁴⁴	³¹	¹³	³¹	³³	³¹	⁵⁵	³¹	¹³	²²	26133:4, 1258:3	a mute / cotton / spinning wheel
843-2	t	2	³¹³	⁴²	⁵⁵	Ø	³³	³⁵	³¹	Ø	Ø	⁵³	³³	³¹	⁵⁵	⁵⁵	³¹	³³	³¹	Ø	³¹	³	⁵⁵	⁵⁵	²²	¹³	⁵³	14860:4, 23161:3	horizontal / round
1000-2	t	2	³¹³	³¹	⁴²	Ø	¹³	⁵⁵	²⁴	⁴⁴	³³	⁵³	Ø	Ø	Ø	Ø	Ø	⁴²	⁵⁵	⁵⁵	³⁵	⁵⁵	³⁵	³³	³⁵	⁵⁴	⁴²	23628:3, 6391:4	chopper / saw
1007-2	t	2	³¹³	⁴²	²	⁴⁴	Ø	Ø	Ø	³³	⁵	⁴⁴	Ø	Ø	⁵⁵	³³	⁴²	³⁵	³	Ø	²²	Ø	Ø	³³	³⁵	³	Ø	23063:2, 20064:2	orphan / root / tail
1167-2	t	2	³¹³	⁴²	¹³	³¹	²¹	³⁵	Ø	Ø	³¹	³³	⁵⁵	³¹	Ø	Ø	³¹	³¹	Ø	⁵³	Ø	Ø	³¹	⁵³	Ø	¹³	Ø	17419:4, 29154:4	low social status / tongs
1417-2	t	2	³¹³	⁴²	⁴²	⁵⁵	Ø	³	³¹	Ø	³¹	¹¹	²	³¹	⁵⁵	⁵⁵	⁵³	¹³	⁵⁵	¹³	²⁴	Ø	Ø	Ø	⁴⁴	⁵⁴	Ø	19810:3, 22581:3	on / return
1444-2	t	2	³¹³	Ø	²	³³	Ø	³³	³³	Ø	³	⁴⁴	³⁵	Ø	Ø	⁴⁴	⁴²	Ø	⁵⁵	Ø	³¹	³	⁵⁵	Ø	³⁵	²¹	Ø	26697:3, 27942:3	girl / hammer / stone / the only son
1864-2	t	2	³¹³	³¹	Ø	³¹	Ø	³	²⁴	Ø	Ø	Ø	Ø	Ø	³⁵	⁵⁵	Ø	¹³	Ø	⁵³	Ø	Ø	³⁵	Ø	³⁵	¹³	⁵³	15938:2, 22870:3	know (to write) / river
1126-2	t	2	³¹²	³¹	⁵⁵	²⁴	¹³	³³	Ø	²²	³³	Ø	⁴²	²²	³⁵	¹¹	⁴⁴	Ø	Ø	⁵³	²⁴¹	¹¹	⁵⁵	²²	²²	¹³	⁵³	18736:3, 8932:3	dissolve / muddy
2692-19	t	19	³¹	³¹	³¹	³¹	²³¹	¹¹	⁵⁵	²¹²	⁵⁵	³¹	³³	³¹	⁵⁵	¹¹	³¹	⁴²	⁵³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	²²	³²	⁵³	27614:4, 20806:3, 4974:4, 4187:3, 13172:2, 24361:3, 5772:4, 24944:4, 19275:3, 23693:3, 26810:3, 28713:4, 678:3, 11506:2, 13092:2, 16431:3, 18770:3, 26846:2, 29109:2	July / braid (something) / braid/ plait / bury / cattle (bos taurus) / drum / finger / fish / fist / go downstairs / gong / hand / leech / mudfish (loach) / net / persimmon / scale / shallow / sink / storehouse / story / tea / tea leaf / tiger / tomorrow
630-9	t	9	³¹	²¹	⁵⁵	²⁴	²¹	³¹	³¹	¹³	³⁵	³⁵	⁵⁵	⁵⁵	³¹	³¹	⁴²	²²	³⁵	²¹	²⁴	⁴²	³¹	⁵³	²²	²¹	⁴⁴	9939:3, 9937:3, 29791:2, 957:3, 6541:3, 890:3, 10066:3, 26022:3, 29205:3	November / October / classifier for pairs / eighteen / eleven / fifteen / fourteen / nineteen / seventeen / sixteen / spicy / thirteen / tongue / twelve / twenty
2700-8	t	8	³¹	⁴²	³¹	²¹	²³¹	³¹	⁵⁵	²¹²	³	¹¹	³¹	²³¹	¹¹	¹¹	¹³	²²	⁵³	¹¹	²²	³³	⁵⁵	²¹	³⁵	⁵⁴	⁴⁴	27471:4, 16428:3, 11234:3, 9993:3, 14717:3, 22005:4, 23035:2, 26372:2	elder brother / finger / hand / hoe up (weeds) / leech / put one's hand on something for support / roll / stand up / tael (-50 grams)
2801-8	t	8	³¹	³³	²⁴	⁴³	³³	³⁵	⁵⁵	²⁴	³³	⁵³	³³	⁵³	⁵⁵	³³	³³	³³	³⁵	³²	¹³	⁵⁵	³⁵	⁴⁴	⁴⁴	³³	⁴⁴	15150:2, 2400:2, 5355:3, 7479:3, 10374:3, 13913:3, 20199:2, 22629:2	bamboo/twig fence / cane/ vine / congee (gruel, porridge) / exchange / gunpowder / hundred / one / owl / rice
402-7	t	7	³¹	⁴²	³¹	²¹	²³¹	¹¹	⁵⁵	²¹²	⁵⁵	³¹	³¹	²³¹	³³	¹¹	⁵³	⁴⁴	⁵³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	²²	³²	⁴⁴	11346:2, 11470:3, 11349:2, 3430:2, 5736:3, 26842:3, 3437:3	bird‘s nest / catch / fire / firewood / fish / story / word (speech)
2655-6	t	6	³¹	⁴²	³¹	¹³	²³¹	³¹	⁵⁵	²¹²	¹³	³¹	³¹	²³¹	³⁵	¹¹	⁵³	⁴⁴	³¹	¹¹	²⁴¹	³¹	⁵⁵	²¹	²²	⁵⁵	⁴⁴	17797:4, 125:3, 3136:2, 16681:3, 21845:3, 25011:2	1st day of the lunar month / November / beef / bull / calf / cattle (bos taurus) / cow / cowshed / horn (of cow) / light / maternal uncle (mother's brother) / pumpkin / sit / wild cattle (bovine)
2763-6	t	6	³¹	Ø	³¹	⁵⁵	¹³	³³	³¹	¹³	⁵⁵	Ø	⁵⁵	³¹	⁵⁵	¹³	⁵⁵	⁴²	³¹	³²	³¹	¹¹	-	³³	²²	²¹	⁵³	10122:3, 2929:3, 6182:3, 6461:3, 13170:3, 28320:2	be not (negated copula) / beard/ moustache/ goatee / chin / classifier for birds / empty / gong / light (in taste) / think
1613-5	t	5	³¹	³¹	³¹	²¹	²³¹	Ø	⁵⁵	²¹²	³⁵	³¹	³³	²¹³	³³	¹¹	Ø	⁴⁴	⁵³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	⁴²	³²	Ø	6565:3, 28804:3, 11473:2, 30074:2, 10034:2	classifier for birds / classifier for person / elder sister / fish / scale / tile / urine
1745-5	t	5	³¹	³¹	³¹	³¹	¹³	³³	³¹	¹³	³¹	³³	³⁵	³¹	³⁵	⁵⁵	³³	⁴²	³¹	³²	³¹	³³	³¹	⁵⁵	³¹	¹³	Ø	27986:4, 1170:3, 12163:4, 13760:4, 15801:2	a group of Miao people / fox / grow up / kitchen / there is not or there are not
1848-5	t	5	³¹	⁴²	²²	⁴⁴	²²	³	²⁴	⁵³	¹³	³³	²⁴	³⁵	⁵⁵	¹³	¹³	¹³	⁵³	¹³	²²	⁵³	³⁵	²²	³⁵	⁵³	⁴²	5444:4, 2330:2, 10625:3, 23395:2, 24659:3	bamboo hat / carpenter / fall down / saddle / shrimp
2134-5	t	5	³¹	⁵³	¹³	²⁴	⁵³	⁵³	⁵⁵	³³	³³	⁵³	⁵¹	⁵⁵	³¹	³⁵	¹³	³⁵	⁵³	⁴²	³⁵	⁴²	⁵⁵	¹³	³¹	²¹	⁴⁴	15719:2, 9081:4, 7296:3, 13912:3, 25118:3	comb / dog / father / gunpowder / key / skin
2718-5	t	5	³¹	²¹	¹³	²¹	³¹	⁵⁵	³¹	¹³	³¹	¹²	⁴²	²²	³¹	¹¹	³¹	³¹	³⁵	²²	Ø	³⁵	³¹	¹¹	²²	¹³	²²	5307:3, 11471:2, 17718:3, 10149:2, 18677:3	candle / enter (a house) / fish / mat / mow (cut grass) / mudfish (loach)
2812-5	t	5	³¹	³³	⁵⁵	¹³	⁴²	³¹	⁵⁵	³³	⁵⁵	⁵⁵	⁵⁵	³³	³¹	⁵³	Ø	³⁵	³⁵	⁴²	Ø	⁵³	⁵⁵	⁴⁴	⁴⁴	³²	²²	7187:4, 29548:2, 10626:4, 11413:3, 2733:2	be sleepy / collar / fall down / fire tongs / turn
322-4	t	4	³¹	³¹	³¹	²¹	²³¹	¹¹	⁵⁵	²¹²	⁵⁵	³¹	Ø	²²	¹¹	¹¹	⁵³	⁴⁴	⁵³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	²²	³²	Ø	28231:4, 28530:2, 17392:3, 30476:3	low (short) / thin / thorn/ splinter / walk
548-4	t	4	³¹	Ø	Ø	²¹	²³¹	¹¹	²	²¹²	⁵⁵	³¹	²³¹	²³¹	³³	¹¹	⁵³	⁴⁴	⁵³	⁵⁵	²⁴¹	¹¹	²	²¹	²²	³²	⁴⁴	32126:4, 2740:2, 30070:3, 25277:2	be sleepy / hand / lazy / mouse / sleeve / urine / yellow weasel
641-4	t	4	³¹	²¹	⁴²	²⁴	²¹	³¹	⁵⁵	¹³	³⁵	¹²	⁴²	²²	³¹	³¹	⁴²	²²	³⁵	²¹	²⁴	⁵⁵	⁵⁵	⁵³	²²	²¹	²²	25063:3, 330:2, 728:4, 25064:3	August / June / sixteen
1825-4	t	4	³¹	Ø	²²	¹³	²²	³¹	²	⁵³	¹³	⁴⁴	³³	Ø	³¹	¹³	³¹	²²	³³	¹³	²²	³¹	²	²²	⁴²	³²	⁴⁴	10815:4, 2:2, 10784:3, 14007:3	(flowers) blossom / fat / fat meat / hammer
2122-4	t	4	³¹	³⁵	³¹	¹³	²³¹	³⁵	⁵⁵	²¹²	³³	⁵⁵	³¹	²³¹	³¹	¹¹	⁵³	⁴⁴	⁵³	¹¹	²⁴¹	Ø	²	²¹	²²	³³	⁴⁴	4303:2, 26368:3, 12533:2, 30231:2	branch/ twig / gall bladder / stand up / very
2708-4	t	4	³¹	⁴²	²⁴	²¹	²²	³¹	⁵⁵	³³	¹³	¹¹	⁴²	²¹	³⁵	³⁵	⁵³	²²	³³	³²	³¹	³¹	⁵⁵	¹³	²²	²¹	⁴²	437:3, 838:4, 19941:3, 16810:3	December / February / May / cattle (bos taurus) / cow / lightning / onion/ scallion
2721-4	t	4	³¹	²¹	²⁴	⁵⁵	Ø	³⁵	³¹	³³	³¹	Ø	Ø	²⁴	³¹	³⁵	⁴²	²²	³⁵	²³²	²⁴	⁴²	³¹	¹³	²²	²¹	Ø	893:3, 20301:3, 31206:3, 31627:4	December / November / grain / paddy rice / where / window
2745-4	t	4	³¹	³¹	³¹	⁴³	²³¹	³³	²	²¹²	³⁵	¹¹	²	²³¹	⁵⁵	¹¹	⁵³	⁴⁴	⁵³	Ø	²⁴¹	¹¹	²	²¹	⁵³	³²	⁴⁴	18909:2, 834:3, 10756:2, 15121:2	May / far/ distant / human being / nail
2829-4	t	4	³¹	⁵³	¹³	²¹	³¹	⁵⁵	³³	¹³	⁵⁵	¹²	⁵¹	²²	³³	⁵⁵	⁴²	Ø	³⁵	⁴²	²⁴	⁵⁵	³¹	³³	²²	²¹	²²	28399:2, 17543:2, 19563:2, 23345:3	November / maize/ corn / not / sack / thirty / twenty
2895-4	t	4	³¹	³³	²	²⁴	³¹	³³	²	³³	Ø	³³	⁵⁵	Ø	⁵⁵	³⁵	¹³	³⁵	⁵³	¹¹	⁵³	³⁵	Ø	¹³	³⁵	⁵⁴	Ø	6435:2, 4207:3, 24113:4, 22461:3	braid/ plait / chopsticks / intestine / remember / set in movement / thorn/ splinter
112-3	t	3	³¹	²¹	⁵⁵	²⁴	²¹	³¹	³³	¹³	³⁵	¹²	⁴²	¹²	³¹	³¹	⁴²	²²	³⁵	²¹	²⁴	⁴²	³¹	⁵³	²²	²¹	²²	11073:3, 9935:2, 29201:4	eighteen / fifteen / seventeen / tongue
382-3	t	3	³¹	²⁴	³¹	²¹	²³¹	¹¹	⁵⁵	²¹²	⁵⁵	³¹	³¹	²³¹	¹¹	¹¹	⁵³	⁴⁴	³¹	¹¹	²⁴¹	¹¹	⁵⁵	²¹	²²	Ø	⁴²	22354:4, 19753:2, 18510:3	mountain / old (aged) / old man / raw (uncooked)
459-3	t	3	³¹	⁴²	³¹	²¹	²³¹	¹¹	⁵⁵	²¹²	³⁵	⁴⁴	³¹	²³¹	¹¹	¹¹	⁵³	⁴⁴	⁵³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	⁴²	Ø	⁴⁴	626:4, 14047:2, 28834:3	January / buy / hand / tile house
530-3	t	3	³¹	²⁴	¹³	⁵⁵	⁵³	³¹³	⁵⁵	⁴⁴	⁵⁵	⁵³	³¹	²⁴	⁵⁵	³⁵	¹³	¹³	²²	⁴²	⁵³	Ø	⁵⁵	¹³	⁴⁴	³³	⁴⁴	28474:3, 14478:2, 17087:2	help / look / this year
667-3	t	3	³¹	³¹	²⁴	⁴³	⁵³	³⁵	³¹	²⁴	³¹	¹¹	¹¹	³¹	⁵⁵	³³	³³	³¹	²²	³²	¹³	³⁵	³¹	⁴⁴	³⁵	³³	⁵³	25202:4, 26959:3, 13292:2	gourd / skirt / straw or palm-bark rain cape
706-3	t	3	³¹	²¹	⁵⁵	²⁴	²¹	³¹	²⁴	¹³	³⁵	³³	Ø	²¹	³¹	³¹	⁴²	²²	³⁵	²¹	²⁴	⁴²	³⁵	⁵³	²²	²¹	²⁴	28345:3, 10033:2, 12992:2	elder sister / glutinous rice / thirteen
785-3	t	3	³¹	⁴²	⁴²	⁴⁴	²³¹	¹¹	²⁴	⁴⁴	³³	¹¹	³¹	²¹	³³	⁴⁴	⁵³	⁴⁴	Ø	³⁵	⁴⁴	⁵⁵	³⁵	³³	²²	³²	⁴⁴	18033:3, 11074:3, 1482:2	afternoon / fifteen / midnight
858-3	t	3	³¹	Ø	¹³	⁵⁵	²³¹	³¹³	⁵⁵	²¹²	⁵⁵	³¹	⁴²	²¹	⁵⁵	¹¹	⁵³	⁴⁴	⁵³	²³²	²⁴¹	³¹	⁵⁵	²¹	⁴⁴	³²	²⁴	21976:3, 21788:3, 26805:4	pull (a quilt) over oneself / put on (shoes) / storehouse / wear (a garment)
1009-3	t	3	³¹	²⁴	⁴²	³¹	¹³	³³	²⁴	²²	³¹	³⁵	³¹	²⁴	³¹	³¹	⁵³	Ø	³¹	³²	²⁴¹	⁵⁵	³⁵	³³	³¹	⁵⁴	⁵³	11164:3, 3601:3, 8114:2	bloated (of stomach) / cross (a bridge) / file
1187-3	t	3	³¹	²¹	²	²¹	¹³	³¹	Ø	³⁵	¹³	¹¹	⁴²	²²	⁵⁵	³¹	¹³	²²	³³	¹¹	³¹	⁴²	³⁵	¹³	⁴²	²¹	²²	29633:3, 23317:2, 12989:2	glutinous rice / run away / turnip
1298-3	t	3	³¹	³⁵	¹³	²¹	²²	³¹³	⁵⁵	³³	¹³	Ø	⁵¹	⁵³	³³	¹¹	³¹	³⁵	³³	³²	²²	Ø	Ø	²¹	³⁵	³³	²⁴	5883:4, 27043:4, 9796:2	chair / eel / strike (beat)
1457-3	t	3	³¹	³⁵	²²	Ø	²¹	³³	²	³³	³¹	Ø	⁴²	⁵⁵	⁵³	³³	⁵³	²²	³⁵	¹³	¹³	⁴²	³¹	²¹	³¹	⁵⁴	Ø	29969:3, 17304:2, 21890:4	loudspeaker / pursue / under
1484-3	t	3	³¹	²¹	³¹	Ø	²³¹	¹¹	⁵⁵	Ø	⁵⁵	³¹	⁴²	⁵³	¹¹	¹¹	⁵³	⁴⁴	²²	Ø	²⁴¹	¹¹	⁵⁵	²¹	²²	³²	²⁴	31805:4, 7847:3, 17393:2	cover up (objects) / low (short) / wok (or pan)
1522-3	t	3	³¹	⁵³	³¹	²¹	²³¹	¹¹	³¹	²¹²	⁵³	⁴⁴	⁴²	Ø	⁵⁵	¹¹	⁵³	³⁵	³³	¹¹	²⁴¹	¹¹	⁵⁵	²¹	²²	⁴⁴	⁴⁴	6129:3, 13548:3, 24026:4	chimney / grape / sentence (of speech)
1655-3	t	3	³¹	³³	²⁴	⁴³	³³	³⁵	⁵⁵	²¹²	³¹	⁴⁴	¹¹	³³	⁵⁵	³³	⁵³	Ø	³³	²²	¹³	³⁵	⁵⁵	²¹	Ø	¹³	⁴⁴	17901:4, 7119:2, 20249:3	coffin / melon or gourd vine / paddle
1798-3	t	3	³¹	³⁵	¹³	²⁴	⁵³	³¹³	³¹	¹³	³¹	⁵³	⁵¹	⁵³	⁵⁵	³⁵	¹³	³⁵	³⁵	⁵³	⁵³	Ø	³¹	¹¹	³¹	³²	²⁴	15715:3, 3568:4, 22008:2	black-eared kite/ hawk / key / put one's hand on something for support
1906-3	t	3	³¹	⁴²	³¹	Ø	⁵³	³¹	Ø	²¹²	⁵⁵	⁴⁴	³¹	²³¹	³³	¹¹	¹³	¹³	⁵⁵	¹¹	²⁴¹	⁵³	Ø	²¹	²²	Ø	⁴⁴	30268:4, 30662:3, 12362:2	front / village / wasp nest
2098-3	t	3	³¹	³¹	⁵⁵	²⁴	²¹	³¹	Ø	¹³	³⁵	¹¹	⁴²	Ø	⁵⁵	³¹	⁴²	²²	³³	²¹	²⁴	⁴²	²	⁵³	²²	²¹	⁴²	28402:2, 327:4, 16382:2	August / lean meat / thirty
2138-3	t	3	³¹	⁵³	³¹	²⁴	⁵³	⁵⁵	³¹	¹³	³¹	¹²	¹¹	⁵⁵	³¹	³⁵	Ø	³³	²²	Ø	³¹	³⁵	³¹	³³	²²	²¹	Ø	25566:3, 14712:4, 27076:2	hoe up (weeds) / sock (stocking) / stupid
