ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Numao	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
917-3	t	3	Ø	³³	²⁴	⁴³	³¹	³¹	²²	Ø	⁵⁵	Ø	³¹	⁵⁵	³⁵	¹³	⁴⁴	4591:3, 6234:4, 5838:2	bright / grass / lightning / moon / sister-in-law (older brother's wife)
982-3	t	3	Ø	³¹	Ø	⁴⁴	³³	²	⁴⁴	¹³	⁴⁴	³¹	²	³³	⁵³	³²	⁴²	5666:4, 7909:2, 7968:4	branch/ twig / leaf / root / round / wood
1310-3	t	3	Ø	³³	²	³³	³³	²⁴	⁴⁴	³¹	¹³	³	³⁵	¹³	³⁵	²¹	⁴²	3689:2, 2545:3, 8249:2	chaff/ bran / cupboard / file / scale / scratch / seed
263-2	t	2	Ø	⁴²	⁴²	²⁴	³¹	²⁴	⁵³	³³	⁵³	⁵⁵	³⁵	²²	³⁵	²¹	Ø	7375:3, 3330:2	elder sister / plane
567-2	t	2	Ø	⁴²	³¹	¹³	¹¹	²⁴	Ø	³³	³¹	⁴⁴	³⁵	²¹	⁴²	³²	⁴⁴	8308:4, 8846:3	sell / smoke
569-2	t	2	Ø	²⁴	¹³	³¹	³⁵	³¹	⁴⁴	³³	Ø	⁵⁵	³¹	⁵⁵	³⁵	⁵⁴	⁴²	3418:2, 6708:3	everybody / next year
695-2	t	2	Ø	Ø	⁴²	²⁴	⁵³	³¹	³⁵	³	⁴⁴	⁴²	³¹	²²	³⁵	⁴⁴	⁵³	7289:2, 8796:2	peel (something) / sleeve
838-2	t	2	Ø	³⁵	²	Ø	³⁵	⁵	²¹²	³	¹³	⁵⁵	Ø	Ø	⁵³	⁵⁴	⁴²	10957:2, 10556:2	old lady / very / wife
956-2	t	2	Ø	Ø	⁵⁵	⁵⁵	Ø	Ø	¹³	³⁵	⁵⁵	³¹	Ø	⁵⁵	⁵³	⁴⁴	⁵³	10557:4, 1345:4	butterfly / very
990-2	t	2	Ø	⁵³	²	Ø	⁵³	Ø	³⁵	³	¹³	¹³	Ø	²²	⁴⁴	⁴⁴	Ø	10226:4, 7439:3	pond / tongs
1270-2	t	2	Ø	Ø	²	Ø	⁵³	Ø	³³	³³	Ø	Ø	Ø	Ø	⁴⁴	⁵⁵	Ø	4816:2, 8601:2	head / side
737-1	t	1	Ø	Ø	¹³	Ø	⁵⁵	³¹	Ø	Ø	Ø	Ø	Ø	⁴⁴	Ø	⁵⁵	Ø	7049:2	outside
739-1	t	1	Ø	Ø	²	Ø	Ø	Ø	Ø	⁵	Ø	Ø	Ø	³³	³⁵	³	Ø	7907:2	root
746-1	t	1	Ø	Ø	²⁴	⁴³	Ø	Ø	Ø	³¹	Ø	Ø	Ø	Ø	⁴²	⁴⁴	Ø	9897:2	thief
754-1	t	1	Ø	Ø	Ø	Ø	⁵³	Ø	Ø	⁵⁵	Ø	Ø	³⁵	Ø	³⁵	²¹	Ø	11225:2	younger brother
1343-1	t	1	Ø	Ø	Ø	⁵⁵	Ø	²	Ø	Ø	Ø	Ø	Ø	Ø	Ø	⁵⁴	Ø	8388:2	shallow
1-62	t	62	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴⁴	1421:3, 1741:2, 3193:3, 5329:4, 3551:3, 9051:2, 4973:3, 6689:4, 2709:3, 8285:4, 2510:3, 5532:2, 11065:4, 887:3, 3189:4, 4668:3, 9879:3, 11148:3, 940:3, 6670:4, 7109:3, 1091:3, 8693:3, 34:3, 1497:3, 5819:3, 5820:3, 10198:2, 537:3, 773:2, 4863:3, 5122:4, 3026:3, 7029:2, 7543:3, 8844:4, 9302:3, 711:2, 1690:2, 3191:3, 4179:3, 5356:4, 6072:3, 6672:2, 9295:3, 10047:3, 207:2, 395:3, 1126:3, 1927:3, 3173:3, 4045:3, 4635:4, 5009:2, 5169:2, 5186:3, 7506:2, 7843:2, 8214:3, 9411:3, 10533:3, 10922:3	Chinese cabbage / afternoon / aubergine / be hungry / bedbug / belly / bitter / blow (trumpet) / boiled water / brains / branch/ twig / calf / cane/ vine / chair / chicken / classifier for trees / cock / cucumber / deep / drunk / earthen jar / earthworm / far/ distant / four / frost / green / hair / heart / high (tall) / hoe / horn (of cow) / hot / hot pepper/ chili / insect (worm) / inside / know / light (weight) / many / needle / new / open (a door) / paddy field / press / pumpkin / river snails / scissors / seed / sit / smoke / snake / son / sour / star / stone / thick / thunder / tomorrow / vegetable / vegetable knife / water / white / winnowing fan / yesterday
530-6	t	6	¹³	²⁴	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	⁵³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	²⁴	5751:4, 1342:3, 1964:2, 589:3, 1071:2, 2006:3	be shy/bashful / bee / box / butterfly / clean / close (the door) / fly (insect) / leech / leg / louse / spider
688-5	t	5	¹³	³³	²⁴	⁴³	³⁵	²	²⁴	⁵³	¹³	⁵³	²	⁴⁴	³⁵	⁴⁴	⁴⁴	2584:4, 5124:3, 10920:2, 2819:2, 5192:2	daughter / dig / girl / horn (of cow) / hot pepper/ chili / white
769-5	t	5	¹³	³³	⁵⁵	²¹	⁵⁵	³¹	²⁴	⁵³	³³	³⁵	⁵⁵	³³	⁴⁴	⁴⁴	⁴⁴	10703:3, 10702:2, 2168:3, 3865:2, 6044:2	collar / flow / maize/ corn / water melon
890-5	t	5	¹³	²⁴	¹³	⁴³	³⁵	³¹	²⁴	³¹	³³	⁵⁵	³¹	⁴⁴	³⁵	⁴⁴	²²	6157:4, 835:2, 1767:2, 976:3, 3370:2	bind (tie up) / boiled water / child / enter (a house) / middle
1203-5	t	5	¹³	³³	²	⁴³	³⁵	²	²⁴	⁵³	³³	³⁵	²	⁴⁴	³⁵	³³	⁴⁴	10982:3, 851:3, 5595:3, 538:3, 9298:2	be hungry / bird / last year / mouse / saliva / soup / star / well / wind
1295-5	t	5	¹³	³⁵	⁵⁵	¹³	⁵⁵	³¹	²⁴	³³	¹³	³³	³¹	⁵⁵	⁵³	¹³	²⁴	114:3, 3419:2, 463:2, 4590:4, 10620:3	a deaf person / bad / everybody / grass / walk
513-4	t	4	¹³	³⁵	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴⁴	4923:2, 1760:4, 1878:3, 9071:3	child / classifier for clothing / hen / sparrow / star
538-4	t	4	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	⁵³	³⁵	³¹	⁴⁴	³¹	⁴⁴	⁴⁴	816:3, 3061:4, 1258:3, 10796:3	big (large) / bull / dry in the sun / well
540-4	t	4	¹³	³³	¹³	⁴³	⁵⁵	³¹	²⁴	³³	³³	³³	⁵⁵	⁴⁴	⁴⁴	⁴⁴	⁴⁴	1517:3, 1048:4, 1027:2, 7571:3	book / bow / car / push
656-4	t	4	¹³	³⁵	²⁴	⁵⁵	³⁵	³¹	²⁴	⁵⁵	¹³	³⁵	³¹	¹³	⁴⁴	⁴⁴	⁴⁴	10126:3, 4866:3, 5085:3, 9436:3	heart / hook / stool (bench) / today
887-4	t	4	¹³	⁴²	³¹	⁴⁴	³⁵	²	²⁴	⁵³	¹³	³⁵	²	⁴⁴	³⁵	⁴⁴	²²	7822:3, 5385:3, 2005:2, 5250:2	calf / close (the door) / human being / intestine / river / son-in-law / sweat
1150-4	t	4	¹³	³³	⁵⁵	³¹	³	Ø	³⁵	⁵³	⁵⁵	³	Ø	⁴⁴	³⁵	⁵⁴	⁴⁴	7840:3, 3389:2, 6022:2, 8653:2	evening / lung / river snails / sing
5-3	t	3	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴²	10028:3, 10354:3, 2642:3	day / five / three / twenty / two
353-3	t	3	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	³¹	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴⁴	6462:3, 311:3, 9716:2	ant / mosquito / mushroom / swim
378-3	t	3	¹³	Ø	²⁴	⁴³	⁵⁵	³¹	²⁴	⁵⁵	³³	³³	³¹	⁴⁴	⁴⁴	⁵⁵	⁴⁴	4077:4, 713:4, 3453:3	bedbug / extinguish / fragrant (smell) / monkey / red
531-3	t	3	¹³	³³	²⁴	⁴⁴	³⁵	³¹	¹³	³³	¹³	³⁵	³¹	⁴⁴	⁴⁴	⁴⁴	⁴⁴	4267:3, 889:2, 10840:2	bitter / gather (harvest) / salty / what
786-3	t	3	¹³	Ø	²	⁴³	⁵⁵	²	Ø	⁵³	⁵⁵	⁵⁵	³⁵	³³	⁵³	⁵⁵	⁴⁴	6821:3, 4356:2, 2042:2	cloud / crow / glutinous rice / not / rice
816-3	t	3	¹³	³³	⁴²	⁴⁴	³⁵	²⁴	²⁴	³³	³³	⁵⁵	³⁵	⁴⁴	⁵³	⁴⁴	⁴²	3612:2, 715:2, 8598:4	bedbug / fear (be afraid) / side
897-3	t	3	¹³	Ø	Ø	⁴³	³¹³	²	²²	³¹	⁵⁵	³³	²	⁵⁵	³¹	⁴⁴	Ø	256:2, 10684:3, 10965:4	alive (living) / bad / bull / cock / cow / dry / empty / far/ distant / foot / good / green / hair / hen / horn (of cow) / name / old (aged) / saliva / seed / soft / straight / tooth / water / wife / yellow
905-3	t	3	¹³	³³	²⁴	⁴³	³⁵	²	²⁴	³¹	³³	³⁵	²	³³	³⁵	⁴⁴	⁴⁴	8096:3, 10818:2, 1615:2	cattle (bos taurus) / sand / wet
938-3	t	3	¹³	²⁴	²⁴	⁴³	³⁵	³³	²²	⁵⁵	⁵⁵	³⁵	⁵⁵	³³	³⁵	⁴⁴	⁵³	3349:4, 562:3, 6642:4	be not (negated copula) / empty / neck / not
975-3	t	3	¹³	³³	⁵⁵	³¹	³⁵	³³	²²	¹³	³¹	³	³¹	³³	³⁵	¹³	Ø	5461:2, 3663:3, 7969:2	fight / key / round
1098-3	t	3	¹³	³³	²²	⁴³	³³	⁵	²⁴	Ø	³³	³	²	⁴⁴	³⁵	⁴⁴	⁴⁴	7540:3, 3171:2, 4284:2	earthen jar / girl / pumpkin
1168-3	t	3	¹³	Ø	³¹	⁴⁴	⁵⁵	⁵	⁴⁴	³³	⁴⁴	⁵⁵	Ø	²²	⁵³	⁵⁴	⁴²	4520:2, 9976:4, 6918:2	grandfather / next year / old man / this year
1172-3	t	3	¹³	³³	²⁴	³³	¹¹	²⁴	²⁴	⁵⁵	³³	³⁵	Ø	²²	⁴⁴	¹³	⁴⁴	6425:4, 5315:2, 8526:2	inhale / move (something) / shrimp
1207-3	t	3	¹³	³¹	⁴²	Ø	Ø	³¹	²¹²	³⁵	⁴²	³⁵	³¹	⁴⁴	⁴⁴	⁴⁴	⁴⁴	4319:3, 9849:2, 7050:3	give / outside / they
1216-3	t	3	¹³	³¹	⁴²	³³	⁵³	³³	³⁵	³⁵	⁴⁴	³¹	³¹	¹¹	⁴⁴	⁵⁵	Ø	5633:3, 5313:2, 10632:3	inhale / laugh (smile) / wall
1217-3	t	3	¹³	³³	²	³¹	⁵⁵	³³	²⁴	³⁵	³³	⁵⁵	³¹	⁵⁵	Ø	⁴⁴	⁵³	7003:4, 6793:2, 8523:2	nose / onion/ scallion / shrimp
1231-3	t	3	¹³	³³	²⁴	Ø	⁵⁵	³³	²⁴	⁵³	³³	³³	⁵⁵	⁵⁵	³⁵	¹³	²²	1070:4, 6981:3, 6428:2	box / move (something) / oneself / which
1252-3	t	3	¹³	³⁵	²⁴	⁵⁵	³¹³	⁵⁵	³³	⁵⁵	¹³	³¹	³¹	¹¹	³⁵	⁵⁴	⁴²	7569:4, 6297:3, 5287:3	husband / mosquito / push
102-2	t	2	¹³	³³	²⁴	³¹	³⁵	²⁴	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴⁴	6756:3, 3996:2	afternoon / forenoon / noon
159-2	t	2	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	⁵⁵	³¹	⁴⁴	³¹	⁴⁴	⁴⁴	2615:4, 8524:4	daughter-in-law / shrimp
162-2	t	2	¹³	³³	²⁴	⁴³	⁵⁵	³³	²⁴	⁵⁵	Ø	⁵⁵	⁵⁵	⁴⁴	⁴⁴	⁴⁴	²²	287:4, 7374:3	angular / plane
169-2	t	2	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵⁵	³³	³⁵	³¹	-	²²	⁴⁴	⁴⁴	9651:4, 5860:4	liquor (sweet) / sweet
179-2	t	2	¹³	³³	⁴²	⁴⁴	³⁵	³¹	²⁴	³³	³³	¹¹	³¹	⁴⁴	⁵³	⁴⁴	⁵³	8624:2, 2964:4	crab / dragonfly / sieve
182-2	t	2	¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	¹³	⁴⁴	2645:3, 8078:2	day / salty
271-2	t	2	¹³	³³	⁵⁵	⁴³	⁵⁵	³³	²⁴	⁵⁵	³³	⁵⁵	³⁵	⁴⁴	³⁵	⁴⁴	⁴⁴	5958:3, 2171:2	collar / loose
290-2	t	2	¹³	Ø	²²	¹³	³⁵	³¹	²⁴	⁵³	¹³	³⁵	³¹	⁴⁴	³⁵	³²	Ø	7602:4, 275:2	and / quilt
295-2	t	2	¹³	⁴²	³¹	⁵⁵	³¹³	⁵⁵	Ø	⁵⁵	¹³	¹¹	⁵⁵	¹¹	²²	⁴⁴	⁴⁴	744:3, 1425:2	bee / bull / calf
362-2	t	2	¹³	Ø	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	¹³	⁵⁵	²	⁴⁴	³⁵	⁴⁴	⁴⁴	10506:2, 1763:2	child / vegetable
368-2	t	2	¹³	³³	²⁴	¹³	³⁵	³¹	Ø	⁵³	³³	³⁵	³¹	³³	³⁵	⁴⁴	⁴⁴	2679:3, 10526:2	day after tomorrow / vegetable knife
455-2	t	2	¹³	⁵³	²⁴	³³	³¹³	³³	²⁴	³⁵	³³	³¹	Ø	³³	⁴⁴	⁵⁵	⁴²	613:2, 7541:4	be thirsty / pumpkin
470-2	t	2	¹³	Ø	²⁴	⁴³	³³	³¹	²⁴	¹³	³³	Ø	³¹	⁵⁵	Ø	⁴⁴	⁴⁴	716:4, 3492:3	bedbug / fall
507-2	t	2	¹³	⁴²	⁴²	³¹	⁵⁵	²⁴	²²	³¹	⁵⁵	⁵⁵	³⁵	¹³	⁴²	⁵⁵	⁴⁴	1338:3, 6839:3	butterfly / now
511-2	t	2	¹³	Ø	²⁴	⁴³	³⁵	³¹	⁴⁴	⁵³	³³	³¹	³¹	⁴⁴	³⁵	Ø	²⁴	7008:2, 4488:3	Chinese cabbage / gourd / onion/ scallion
516-2	t	2	¹³	Ø	⁴²	⁴⁴	³¹³	²⁴	²²	⁵⁵	⁴⁴	Ø	³⁵	³³	⁵³	Ø	⁵³	7338:4, 4614:3	grave / pillow
526-2	t	2	¹³	Ø	⁴²	⁴³	³⁵	²⁴	⁴⁴	⁵³	¹³	³	³¹	³³	³⁵	⁴⁴	⁴⁴	5051:3, 9344:2	hoof / step
554-2	t	2	¹³	²⁴	²⁴	³¹	³⁵	³¹	²²	¹³	⁵⁵	³³	³¹	Ø	³¹	¹³	Ø	9504:4, 6446:2	mud / straight
647-2	t	2	¹³	³³	¹³	⁴⁴	³⁵	³³	²⁴	Ø	¹³	³⁵	⁵⁵	¹³	⁴⁴	⁴⁴	⁴⁴	7519:2, 9029:3	pull / soup
707-2	t	2	¹³	⁴²	²	⁴⁴	¹¹	³¹	³³	⁵³	⁵³	³	Ø	³³	³⁵	³	⁴⁴	3843:2, 6970:2	column / flour / oneself / spoon / tail
845-2	t	2	¹³	Ø	²⁴	⁴³	⁵³	³¹	³⁵	⁵³	Ø	³¹	³¹	Ø	³⁵	³³	Ø	5880:3, 10478:3	liver / undress (take off clothes)
929-2	t	2	¹³	⁴²	¹³	⁵⁵	³⁵	³¹	²⁴	Ø	Ø	⁴²	³¹	⁴⁴	⁴⁴	³²	⁴⁴	5348:3, 7487:3	inside / pour out
946-2	t	2	¹³	Ø	²⁴	⁴³	³¹	²	²²	¹³	Ø	⁴⁴	²	²²	⁴²	³²	²²	3571:4, 7708:3	black / fat / red
965-2	t	2	¹³	Ø	²	⁴³	³¹³	⁵	²⁴	³	Ø	³	²	⁴⁴	⁴⁴	³³	Ø	1233:2, 1373:3	brush / buttocks / daughter-in-law / day / grave / house / husband / mouth / son / stool (bench) / wall / wife
988-2	t	2	¹³	³¹	²	Ø	³³	Ø	²⁴	³⁵	Ø	³	Ø	³³	²²	⁴⁴	Ø	8999:3, 5424:2	itch / sorghum
23-1	t	1	¹³	²¹	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	³¹	⁴⁴	³⁵	⁴⁴	⁴⁴	9541:3	sun
478-1	t	1	¹³	Ø	³¹	²¹	Ø	²⁴	Ø	⁵³	Ø	³	Ø	Ø	Ø	Ø	Ø	2960:2	dragonfly
205-24	t	24	³⁵	⁵³	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	³³	⁴⁴	⁵⁵	³⁵	³³	⁵³	⁵⁴	⁴⁴	4698:3, 5269:3, 3900:4, 8712:3, 6624:2, 11113:4, 7706:4, 1663:3, 8442:2, 2290:2, 7585:2, 8404:2, 1662:2, 8175:3, 8845:3, 9386:3, 290:2, 1963:3, 2152:4, 5533:2, 6627:3, 9577:3, 9613:3, 10091:3	angular / bed / chaff/ bran / clean / cold / cook (boil) / fly / hammer / hundred / iron / know / near / quick/ fast / red / scales / sharp / shoe / six / smoke / stinky (smell) / swallow / sweat / to smell / year
80-9	t	9	³⁵	²⁴	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	³³	⁴⁴	⁵⁵	³⁵	³³	⁵³	⁵⁴	⁴²	10981:4, 8771:3, 1987:3, 5491:3, 2896:3, 6866:2, 8173:4, 2154:3, 6046:3	climb (a tree) / cold / cooked rice / do (something) / go upstairs / kill (a person) / maize/ corn / old (aged) / scales / sleep / wind
643-5	t	5	³⁵	²⁴	⁴²	⁴⁴	Ø	²⁴	⁴⁴	³⁵	⁴⁴	⁵⁵	³⁵	³³	⁵³	¹³	⁴²	6515:2, 2800:3, 7419:2, 2092:2, 2260:3	cock / congee (gruel, porridge) / difficult / easy / name / point at / sing / weave
129-4	t	4	³⁵	²⁴	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	¹³	⁴⁴	⁵⁵	³⁵	³³	⁵³	⁴⁴	⁴²	8890:3, 7456:3, 10757:3, 6398:3	mouth / pork / snow / wear (a hat)
514-4	t	4	³⁵	³⁵	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	⁵³	⁴⁴	⁵⁵	³⁵	³³	³⁵	⁵⁴	⁴²	8827:3, 5566:3, 6480:3, 8013:2	lard (pig fat) / nail / run away / small
642-4	t	4	³⁵	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	³³	³⁵	²	⁴⁴	³⁵	⁴⁴	⁴⁴	2748:3, 8551:3, 1538:3, 20:3	(wind) blow / carry / dew / sick
755-4	t	4	³⁵	³³	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	³³	⁵⁵	⁵⁵	³⁵	³³	⁵³	⁵⁴	⁴²	1495:4, 10193:2, 2353:2, 10477:2	cane/ vine / cough / rope / tomorrow / undress (take off clothes)
1205-4	t	4	³⁵	²⁴	⁴²	⁴⁴	³¹³	²⁴	²⁴	¹³	⁴⁴	³¹	³⁵	³³	³⁵	⁵⁴	²⁴	146:2, 5803:3, 6298:2, 9101:3	a lame person / foot / lift (with hand) / mosquito / speak
1234-4	t	4	³⁵	²⁴	⁴²	⁴⁴	³⁵	²⁴	¹³	⁵³	³³	³⁵	³⁵	²²	³⁵	⁵⁵	⁴⁴	5443:3, 5554:3, 4842:3, 6299:2	hear / jump / lack (not have) / mosquito
1356-4	t	4	³⁵	³³	¹³	⁴⁴	³	²	³³	³³	⁵³	³	⁵⁵	¹³	³⁵	²¹	⁴⁴	1094:2, 1256:3, 4082:3, 6760:2	brains / bull / fragrant (smell) / grandfather / head / noon
633-3	t	3	³⁵	²⁴	⁴²	⁴⁴	¹¹	²⁴	⁴⁴	³³	⁴⁴	¹¹	³⁵	³³	⁵³	⁵⁵	⁴²	210:3, 3916:3, 1792:3	afternoon / chisel / evening / fly (insect)
658-3	t	3	³⁵	³³	¹³	⁴⁴	³¹³	⁵⁵	³³	⁵⁵	⁵³	Ø	⁵⁵	Ø	⁴⁴	³³	⁴⁴	6643:4, 8726:3, 2091:2	cock / neck / skin
677-3	t	3	³⁵	³³	⁴²	³³	⁵⁵	²⁴	⁴⁴	³³	⁴⁴	⁵⁵	³⁵	³³	⁵³	⁵⁴	⁴⁴	438:2, 7322:2, 9169:3	axe / lard (pig fat) / pig / pork / spin (into yarn)
795-3	t	3	³⁵	⁴²	²²	¹³	³¹	²⁴	Ø	Ø	³³	Ø	³⁵	²²	³⁵	²¹	²²	3833:4, 2831:3, 10525:2	diligent / flour / vegetable knife
901-3	t	3	³⁵	⁵³	⁴²	⁴³	⁵⁵	⁵⁵	¹³	³³	⁴⁴	⁵⁵	⁵⁵	⁴⁴	⁵³	⁵⁴	Ø	9974:4, 2044:3, 9170:3	cloud / last year / next year / spin (into yarn) / this year
1093-3	t	3	³⁵	³⁵	⁴²	⁴⁴	⁵⁵	²⁴	³⁵	⁵³	³³	³¹	³⁵	³³	⁵³	Ø	²⁴	4178:3, 7888:3, 8235:3	frost / rob (somebody) / scold
1208-3	t	3	³⁵	²¹	Ø	¹³	³⁵	³¹	¹³	⁵⁵	⁵³	³⁵	⁵	²¹	⁴⁴	⁵⁵	Ø	10527:3, 6711:2, 5422:2	itch / next year / vegetable knife
1255-3	t	3	³⁵	³³	⁴²	⁴⁴	³⁵	²	³⁵	⁵³	⁴⁴	³⁵	²	Ø	⁵³	³²	²⁴	1941:2, 6071:3, 253:2	alive (living) / claw (talon) / many
1377-3	t	3	³⁵	⁴²	Ø	⁴⁴	⁵³	Ø	Ø	³¹	Ø	⁵³	Ø	²²	³¹	¹³	Ø	4781:2, 521:3, 9736:3	be (copula) / be not (negated copula) / have a fever / hit (a person) / table
83-2	t	2	³⁵	⁵³	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	¹³	⁴⁴	⁵⁵	³⁵	³³	⁵³	⁵⁴	⁴²	6233:2, 7319:3	moon / pig
292-2	t	2	³⁵	³¹	⁴²	⁴⁴	⁵⁵	²	⁴⁴	³³	⁴⁴	Ø	²	⁴⁴	⁵³	¹³	⁴²	5049:2, 4448:3	good / hoof
508-2	t	2	³⁵	²⁴	⁴²	⁴⁴	⁵⁵	³¹	⁵³	¹³	⁴⁴	³³	³⁵	³³	⁵³	⁵⁴	⁴²	4083:2, 9172:3	fragrant (smell) / spin (into yarn) / stinky (smell)
583-2	t	2	³⁵	⁵³	²²	⁴⁴	⁵⁵	⁵⁵	⁴⁴	⁵⁵	⁴⁴	⁵⁵	Ø	Ø	³¹	⁵⁵	Ø	3944:3, 4336:3	fold / give birth
802-2	t	2	³⁵	³⁵	Ø	¹³	⁵⁵	⁵⁵	Ø	⁵⁵	³¹	⁵⁵	³⁵	³³	⁵³	⁵⁴	Ø	9926:2, 7486:2	pour out / thin (slim)
832-2	t	2	³⁵	³¹	²²	³¹	³⁵	²⁴	¹³	¹³	Ø	³³	Ø	Ø	³¹	³²	Ø	7201:3, 3801:2	flat (level) / peanut
849-2	t	2	³⁵	²⁴	⁴²	²⁴	⁵³	³¹	⁴⁴	³⁵	³¹	Ø	⁵⁵	³³	³⁵	Ø	⁴²	3220:2, 5597:3	easy / last year
1118-2	t	2	³⁵	Ø	Ø	¹³	³⁵	³¹	Ø	³⁵	⁵⁵	Ø	³⁵	²¹	²²	²¹	⁴⁴	11250:3, 1423:3	calf / child / younger sister
1224-2	t	2	³⁵	Ø	Ø	³¹	³	²	Ø	Ø	Ø	Ø	²	Ø	⁴²	Ø	Ø	7868:2, 3802:2	evening / flat (level) / road
1243-2	t	2	³⁵	Ø	²⁴	³¹	³¹³	Ø	⁵³	Ø	Ø	³¹	⁵⁵	Ø	³⁵	³	Ø	4589:2, 8669:2	grass / sister-in-law (older brother's wife)
11-1	t	1	³⁵	²⁴	⁴²	⁴⁴	⁵⁵	⁵	⁴⁴	³³	⁴⁴	⁵⁵	³⁵	³³	³⁵	⁵⁴	⁴²	3262:3	egg
35-1	t	1	³⁵	⁴²	²⁴	⁴³	⁵⁵	³³	Ø	³¹	³³	³¹	³³	⁴⁴	³⁵	¹³	⁴⁴	2931:3	dove
72-1	t	1	³⁵	Ø	⁴²	⁴⁴	⁵⁵	²⁴	⁴⁴	⁵³	³³	Ø	³⁵	⁴⁴	⁴⁴	⁵⁴	Ø	1825:3	chop (firewood)
636-21	t	21	³¹³	⁴²	⁵⁵	³¹	³³	³¹	²²	³¹	⁵⁵	³³	³¹	⁵⁵	³¹	¹³	²²	3246:3, 1182:4, 691:3, 7673:4, 5662:4, 6138:2, 7955:3, 10159:2, 121:3, 255:2, 1319:3, 1610:4, 4143:4, 7245:2, 8338:3, 596:2, 2514:4, 2830:3, 7176:3, 9268:3, 9345:3	a deaf person / alive (living) / be shy/bashful / bed / bright / busy / cattle (bos taurus) / cucumber / diligent / ear / eat / front / leaf / meat / peach / pear / pork / rainbow / rot / sew (up) / stand up / step / toilet / yellow
247-8	t	8	³¹³	³¹	⁵⁵	³¹	³³	³¹	²²	³¹	⁵⁵	³³	³¹	⁵⁵	³¹	¹³	⁵³	3883:4, 6739:3, 6136:2, 2878:3, 3123:3, 5664:3, 10631:4, 118:3	a deaf person / dissolve / ear / flower / leaf / meat / nine / wall
403-7	t	7	³¹³	³¹	⁵⁵	³¹	³³	³¹	²²	³¹	⁵³	³³	³¹	⁵⁵	⁴²	¹³	⁵³	7108:4, 2237:3, 5123:3, 3747:3, 6740:2, 5690:3, 11130:4	bull / calf / cattle (bos taurus) / come / firewood / hoof / horn (of cow) / leech / nine / paddy field / yellow
932-6	t	6	³¹³	³¹	³¹	³¹	³³	³¹	²²	³¹	³¹	³³	³¹	²¹	²²	¹³	⁵³	482:3, 4427:2, 9715:3, 10224:4, 3222:3, 9105:2	ball / easy / gong / speak / swim / tongs
1230-5	t	5	³¹³	⁴²	²²	³¹	³³	⁵⁵	²²	³¹	Ø	⁴⁴	³⁵	⁵⁵	³¹	¹³	⁴⁴	176:4, 9000:4, 1379:3, 1911:2, 3417:2	a person with a pockmarked face / buttocks / classifier for person / everybody / sorghum
533-4	t	4	³¹³	³³	²⁴	⁴³	³⁵	³¹	²⁴	⁵³	⁵⁵	³⁵	³¹	⁴⁴	³⁵	³	²⁴	2441:3, 1195:3, 4080:2, 712:2	bedbug / broom / crab / fragrant (smell)
586-4	t	4	³¹³	³¹	²⁴	⁴³	³⁵	³¹	²⁴	³¹	³³	³⁵	³¹	⁴⁴	³⁵	³³	⁵³	8751:4, 1286:4, 5168:4, 7084:3	burn / have a fever / hot / owl / skirt
791-4	t	4	³¹³	⁴²	⁵⁵	¹³	³⁵	Ø	²²	³¹	³¹	Ø	³¹	⁵⁵	²²	¹³	⁵³	4538:2, 2065:2, 5105:4, 671:3	bear / coal / grandmother / horizontal / old lady
863-4	t	4	³¹³	³¹	Ø	Ø	³⁵	Ø	²²	³¹	Ø	³³	³¹	³³	³¹	¹³	⁵³	11205:3, 834:2, 3817:4, 8145:4	bind (tie up) / float / scale / you (singular)
